Date,station,river_hight,rainfall
7/19/2019,Putupaula,1.64,0
7/18/2019,Rathnapura,7.47,23.8
7/18/2019,Ellagawa,7.3,22.5
7/18/2019,Kalawellawa,4.08,5.2
7/18/2019,Putupaula,1.3,0.7
7/10/2019,Rathnapura,3.95,2.1
7/10/2019,Ellagawa,7.42,14.3
7/10/2019,Kalawellawa,4.7,9
7/10/2019,Putupaula,1.65,7.9
11/10/2018,Rathnapura,1.75,0
11/10/2018,Ellagawa,6.66,2
11/10/2018,Kalawellawa,5.95,0
11/10/2018,Putupaula,2.52,0
11/9/2018,Rathnapura,4.05,82.1
11/9/2018,Ellagawa,8.3,93.6
11/9/2018,Kalawellawa,5.8,94.6
11/9/2018,Putupaula,2.62,97.2
11/8/2018,Rathnapura,2.55,86
11/8/2018,Ellagawa,7,103.8
11/8/2018,Kalawellawa,3.99,74.9
11/8/2018,Putupaula,1.48,93.2
11/7/2018,Rathnapura,1.12,0
11/7/2018,Ellagawa,5.97,0
11/7/2018,Kalawellawa,4.34,0
11/7/2018,Putupaula,1.28,0
10/20/2018,Rathnapura,2.35,33.7
10/20/2018,Ellagawa,6.25,39.3
10/20/2018,Kalawellawa,4.11,3.4
10/20/2018,Putupaula,1.13,0
10/11/2018,Rathnapura,1.4,0
10/11/2018,Ellagawa,6.34,1.2
10/11/2018,Kalawellawa,6.32,0
10/11/2018,Putupaula,2.36,0
10/10/2018,Rathnapura,1.52,0
10/10/2018,Ellagawa,7.44,3.3
10/10/2018,Kalawellawa,7.38,2.7
10/10/2018,Putupaula,3,20
10/9/2018,Rathnapura,1.87,3.3
10/9/2018,Ellagawa,7.7,386
10/9/2018,Kalawellawa,7.35,2.7
10/9/2018,Putupaula,3,57.6
10/8/2018,Rathnapura,1.29,16.2
10/8/2018,Ellagawa,6.28,83
10/8/2018,Kalawellawa,7.6,15.5
10/8/2018,Putupaula,2.97,2.8
10/7/2018,Rathnapura,2.09,13
10/7/2018,Ellagawa,8.14,1.6
10/7/2018,Kalawellawa,7.4,8.6
10/7/2018,Putupaula,3.4,3.7
10/6/2018,Rathnapura,1.55,25.4
10/6/2018,Ellagawa,5.79,36.6
10/6/2018,Kalawellawa,3.86,54.4
10/6/2018,Putupaula,1.39,95.8
6/8/2018,Rathnapura,5.7,45.4
6/8/2018,Ellagawa,8.77,16.2
6/8/2018,Kalawellawa,6.38,13.6
6/8/2018,Putupaula,2.42,5
6/7/2018,Rathnapura,6.3,44.8
6/7/2018,Ellagawa,8.62,16.2
6/7/2018,Kalawellawa,6.16,11.6
6/7/2018,Putupaula,2.3,5
5/28/2018,Rathnapura,2151,2.6
5/28/2018,Ellagawa,7.84,15.1
5/28/2018,Kalawellawa,6.18,6.6
5/28/2018,Putupaula,3.27,3.2
5/27/2018,Rathnapura,3.47,2.1
5/27/2018,Ellagawa,9.38,2.2
5/27/2018,Kalawellawa,7.13,5.8
5/27/2018,Putupaula,3.98,1.7
5/26/2018,Rathnapura,3.81,0.1
5/26/2018,Ellagawa,9.7,2.2
5/26/2018,Kalawellawa,7.3,1.3
5/26/2018,Putupaula,4.17,0
5/25/2018,Rathnapura,6.04,9.4
5/25/2018,Ellagawa,11.14,35.8
5/25/2018,Kalawellawa,8.43,38
5/25/2018,Putupaula,4.6,25.7
5/24/2018,Rathnapura,6.25,9.1
5/24/2018,Ellagawa,11.13,11.9
5/24/2018,Kalawellawa,8.43,38
5/24/2018,Putupaula,4.59,2.7
5/23/2018,Rathnapura,6.48,3
5/23/2018,Ellagawa,11.28,23.9
5/23/2018,Kalawellawa,8.86,8
5/23/2018,Putupaula,4.3,12.3
5/22/2018,Rathnapura,7.19,3
5/22/2018,Ellagawa,11.3,21.2
5/22/2018,Kalawellawa,9.14,4.5
5/22/2018,Putupaula,4.12,12.3
5/21/2018,Rathnapura,8.99,124.1
5/21/2018,Ellagawa,10.35,26.9
5/21/2018,Kalawellawa,9,22
5/21/2018,Putupaula,3.48,2
10/8/2018,Rathnapura,1.3,6.4
10/8/2018,Ellagawa,6.48,5.5
10/8/2018,Kalawellawa,7.62,0.8
10/8/2018,Putupaula,0.03,2.8
